CHROM	Start	End	Length	14	5	15	7	2	3	4	6	8	9	10	11	12	13	16	19	17	20	21	18
Chr12	11421037	11427852	6815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|12804456-12811557
Chr12	11727587	11743732	16145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|13164380-13182525
Chr12	11812563	11813646	1083	NA	NA	NA	NA	NA	Chr12|11122872-11123951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	12878770	12881592	2822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|11723303-11726164	Chr12|11026598-11029456	NA
Chr12	13564069	13611753	47684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|12259788-12322415	Chr12|11600771-11663415	NA
Chr12	13610454	13611507	1053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|14808858-14809905
Chr12	13674617	13740540	65923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|15180713-15276266
Chr12	13761494	13829858	68364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|15422721-15491668
Chr12	13811159	14092560	281401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|12501891-12851468	Chr12|11842881-12200749	NA
Chr12	14524414	14536268	11854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|15976669-15988487	NA	NA	NA
Chr12	14811665	15059221	247556	NA	NA	NA	NA	NA	NA	NA	Chr12|14198801-14595952	NA	NA	Chr12|14657212-15079924	NA	NA	Chr12|14308756-14731518	NA	NA	NA	NA	NA	NA
Chr12	14822002	15059221	237219	Chr12|14676138-14966773	Chr12|15089379-15376923	NA	Chr12|14570238-14944875	Chr12|14063872-14354458	Chr12|14582048-15144534	Chr12|14959026-15333655	NA	Chr12|15512015-15823849	Chr12|14460674-14827362	NA	Chr12|14352654-14730967	Chr12|14411867-14687648	NA	Chr12|14390648-14768989	Chr12|14812044-15132796	NA	NA	NA	NA
Chr12	14827440	15059221	231744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|16286763-16648558	Chr12|13449045-13703762	Chr12|12798380-13053050	NA
Chr12	14840044	14915127	75083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|16870096-16957850
Chr12	15326561	15340110	13549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|13915226-13928432	NA	NA
Chr12	15422392	15425136	2744	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|16121001-16123744	NA	NA	NA	NA	NA	NA	Chr12|15430119-15432862	NA	NA	NA	NA
Chr12	15535513	15623311	87798	NA	NA	Chr12|16008514-16096429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	15621124	15655692	34568	Chr12|15551384-15586429	NA	NA	NA	Chr12|14929216-14964257	NA	Chr12|15872605-15907632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	15668569	15672403	3824	Chr12|15607350-15611184	NA	NA	NA	Chr12|14985213-14989047	NA	Chr12|15928588-15932421	NA	NA	Chr12|15622847-15626656	NA	Chr12|15559247-15563056	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	15672411	15964465	292054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|15887635-16191349	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	15895497	15897187	1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|18474162-18475778
Chr12	16176677	16177813	1136	NA	NA	NA	NA	NA	Chr12|16469337-16470474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	16283510	16284937	1200	Chr12|16539294-16540469	Chr12|17130569-17131736	NA	NA	Chr12|15764090-15765257	Chr12|16615824-16616999	NA	Chr12|15760385-15761560	Chr12|17084279-17085454	Chr12|16332633-16333809	Chr12|16766816-16767996	Chr12|16269536-16270712	NA	Chr12|15888174-15889349	Chr12|16169673-16170848	Chr12|16390449-16391624	NA	NA	Chr12|14360084-14361507	NA
Chr12	16460457	16462439	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|18385316-18387281	NA	NA	NA
Chr12	16692371	16712952	20581	Chr12|16855366-16875525	NA	NA	Chr12|16597450-16620460	NA	NA	NA	NA	Chr12|17463563-17483270	NA	NA	NA	NA	NA	NA	Chr12|16776642-16799653	NA	NA	NA	NA
Chr12	17009059	17488002	478943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|16376640-16667869	NA	NA	NA	NA	NA	NA	NA
Chr12	17327464	17329317	1853	NA	NA	NA	Chr12|17042246-17044121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	18585966	18689031	103065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|16954649-17031649	Chr12|16737989-16813932	NA
Chr12	19581271	19634473	53202	NA	NA	NA	NA	Chr12|18355784-18418597	Chr12|19614531-19677315	Chr12|19335611-19424991	Chr12|18239637-18302096	NA	NA	Chr12|19390657-19453442	Chr12|19164934-19227719	Chr12|18654581-18743393	Chr12|18367442-18430257	Chr12|19207711-19270498	NA	NA	NA	NA	NA
Chr12	19607867	19611143	3276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|22805670-22808804
Chr12	19964042	19967303	3261	NA	NA	NA	NA	NA	NA	NA	Chr12|18622109-18625535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	20057896	20058989	1057	Chr12|19727658-19728696	Chr12|20381911-20382949	NA	Chr12|19629830-19630868	NA	NA	Chr12|19857943-19859001	Chr12|18699985-18701023	Chr12|20476577-20477615	Chr12|19658319-19659418	Chr12|19894824-19895862	Chr12|19667081-19668180	Chr12|19175622-19176680	NA	Chr12|19711000-19712058	Chr12|19914472-19915572	NA	Chr12|18424662-18425761	Chr12|17974525-17975624	NA
Chr12	21746222	21754862	8640	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|20892945-20905064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	21753486	21754864	1378	NA	NA	NA	NA	NA	NA	Chr12|20841434-20842854	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|20828296-20829718	NA	NA	NA	NA
Chr12	21888465	21906876	18411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|23242848-23255810	NA	NA	NA
Chr12	22227267	22228580	1313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|20043713-20045058	Chr12|19558145-19559490	NA
Chr12	22854967	22923253	68286	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|22592798-22661032	Chr12|21965103-22032942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	22863816	22923277	59461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|20650230-20683627	NA	NA
Chr12	23858369	23861624	3301	NA	NA	NA	NA	Chr12|22300668-22303995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|21510114-21516447	Chr12|21085600-21091856	NA
Chr12	24520285	24702815	182530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|21686028-21846032	NA
Chr12	24529633	24563814	34181	NA	Chr12|24354037-24388220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	24532020	24561712	29692	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|23565824-23583413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	24532020	24563262	31242	NA	NA	NA	NA	Chr12|22979376-22998505	NA	NA	Chr12|22381289-22400426	Chr12|24169422-24188559	NA	Chr12|23672347-23691485	Chr12|23218400-23237541	NA	Chr12|22833061-22852199	Chr12|23322675-23341814	NA	NA	NA	NA	NA
Chr12	24751074	24756072	5031	Chr12|23808452-23813444	Chr12|24602306-24607298	NA	NA	Chr12|23208109-23213100	Chr12|24115074-24120066	NA	Chr12|22623127-22628119	Chr12|24397951-24402943	Chr12|23793050-23798044	Chr12|23900928-23905911	Chr12|23447056-23452048	NA	Chr12|23074902-23079896	Chr12|23551297-23556287	NA	Chr12|26023628-26029066	NA	NA	NA
Chr12	24751777	24756048	4271	NA	NA	NA	NA	NA	NA	Chr12|23612022-23616294	NA	NA	NA	NA	NA	Chr12|22793297-22797569	NA	NA	Chr12|23574827-23579099	NA	NA	NA	NA
Chr12	24975284	24981218	5934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|27771617-27777472
Chr12	25676537	25681834	5297	NA	NA	NA	NA	NA	NA	Chr12|24484473-24489836	NA	NA	NA	NA	NA	Chr12|23769151-23774526	NA	NA	Chr12|24528751-24534114	NA	NA	NA	NA
Chr12	25678016	25679884	1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|27185638-27197415	Chr12|23149301-23161007	Chr12|22855483-22856857	NA
Chr12	25722861	25736190	13329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|24185378-24212993	NA	NA	NA	NA	NA	NA
Chr12	26731224	26859572	128348	NA	NA	NA	NA	Chr12|25256384-25369299	NA	NA	Chr12|24634490-24747463	Chr12|26490379-26603366	Chr12|25888363-25991265	Chr12|26032759-26145689	Chr12|25545677-25658615	NA	Chr12|25187467-25300442	Chr12|25722460-25835383	NA	NA	NA	NA	NA
Chr12	26732266	26859508	127258	NA	NA	NA	NA	NA	NA	Chr12|25623953-25745364	NA	NA	NA	NA	NA	Chr12|24859630-24980936	NA	NA	Chr12|25658244-25779270	Chr12|28326345-28420129	NA	NA	NA
Chr12	26744818	26826447	81630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|24085465-24323993	Chr12|23858869-23966837	NA
Chr12	26770684	26782662	11978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|29430728-29443022
